date,message,views,channel,post_id
2025-01-30 07:39:46+00:00,"ከጥጥ የተሰራ ምቹ ፤ ለስላሳ እና ተንቀሳቃሽ የልጆች አልጋ ከነትራሱ በተለያየ ቀለም እና ንድፍ ለማዘዝ 8420 ይደውሉ ወይም https://t.me/helloo_market_bot?start=098810001 ይጠቀሙ! 
#Madeinethiopia #Kids #pillow #Ethiopian #Marketplace #BuyEthiopia",3733,helloomarketethiopia,4435
2025-01-29 11:04:39+00:00,"ለፀጉሮ ውበት እና ለፀጉሮዎ ልስላሴ ሰን ሲልክ የፀጉር ሻምፖ ለማዘዝ 8420 ይደውሉ ወይም https://t.me/helloo_market_bot?start=174110013 ይጠቀሙ! 
#Madeinethiopia #PersonalCare #BeautyProducts #Ethiopian #Marketplace #BuyEthiopia",4182,helloomarketethiopia,4434
2025-01-28 07:37:40+00:00,"የልጆች ውብ ባማረ ዲዛይን የተሰራ ቀሚስ ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=176010001 ይጠቀሙ! 
መጠን: S: L እና M
#Madeinethiopia #Kids #KidsFashion #Ethiopian #Marketplace #BuyEthiopia",3754,helloomarketethiopia,4433
2025-06-14 13:32:36+00:00,"〰️〰️〰️〰️〰️〰️〰️
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42
Price   3400
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",1288,Fashiontera,4151
2025-06-13 19:55:32+00:00,"〰️〰️〰️〰️〰️〰️〰️
Airforce 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,41,42,43,44
Price   4500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",1160,Fashiontera,4149
2025-06-11 20:11:16+00:00,"〰️〰️〰️〰️〰️〰️〰️
Under Armur
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",1165,Fashiontera,4148
2025-06-04 19:18:01+00:00,"〰️〰️〰️〰️〰️〰️〰️
NB
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    42,43
Price   2900
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",1881,Fashiontera,4146
2025-06-03 19:34:21+00:00,"〰️〰️〰️〰️〰️〰️〰️
High Quality shoes 
🔸🔸🔸🔸🔸🔸
Size     # 44
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",1666,Fashiontera,4144
2025-06-03 19:32:48+00:00,"〰️〰️〰️〰️〰️〰️〰️

🔥Convers Boots 🔥
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   4200
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",1334,Fashiontera,4143
2025-05-31 14:20:01+00:00,"〰️〰️〰️〰️〰️〰️〰️
              VENICE
🔥High Quality Shose 🔥
🔸🔸🔸🔸🔸🔸
Size     #40
Price   3900
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",1769,Fashiontera,4142
2025-05-27 18:09:07+00:00,"〰️〰️〰️〰️〰️〰️〰️
     በድጋሚ ገብቷል

🔥High Quality Shose 🔥
🔸🔸🔸🔸🔸🔸
Size    39,40,42.43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",2189,Fashiontera,4141
2025-05-20 14:15:56+00:00,"〰️〰️〰️〰️〰️ 
🔥🔥Men WATCH 🔥🔥

      Rolex 
🔸🔸🔸🔸🔸🔸
Price  2200( No gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",2313,Fashiontera,4138
2025-05-18 19:20:11+00:00,"〰️〰️〰️〰️〰️ 
Speed Couple Watch 
🔸🔸🔸🔸🔸🔸
Price  3800
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",2555,Fashiontera,4135
2025-05-16 20:07:36+00:00,"〰️〰️〰️〰️〰️〰️〰️
Airforce 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,41,42,43,44
Price   4500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",2079,Fashiontera,4134
2025-05-10 14:52:57+00:00,"〰️〰️〰️〰️〰️〰️〰️
Convers 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,41
Price   3200
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",2401,Fashiontera,4133
2025-05-09 18:54:22+00:00,"〰️〰️〰️〰️〰️〰️〰️
Nike 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    42,43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",2632,Fashiontera,4131
2025-05-07 20:16:41+00:00,"〰️〰️〰️〰️〰️〰️〰️
NB
🔸🔸🔸🔸🔸🔸
Size    41
Price   3200
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",2496,Fashiontera,4130
2025-05-03 18:56:43+00:00,"〰️〰️〰️〰️〰️〰️〰️
NB
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    42,43
Price   2900
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",2784,Fashiontera,4129
2025-04-29 14:16:29+00:00,"〰️〰️〰️〰️〰️ 
Skechers 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size   42,44
Price  3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",3143,Fashiontera,4125
2025-04-25 18:14:03+00:00,"〰️〰️〰️〰️〰️〰️〰️

🔥Convers Boots 🔥
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   4200
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
〰️〰️〰️〰️〰️",2981,Fashiontera,4124
2025-04-24 18:11:40+00:00,"〰️〰️〰️〰️〰️〰️〰️
Nike SB
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,41
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",2764,Fashiontera,4123
2025-04-24 18:07:35+00:00,"〰️〰️〰️〰️〰️〰️〰️
Adidas Campus 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,42,43
Price   3800
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",3060,Fashiontera,4119
2025-04-22 16:34:37+00:00,"〰️〰️〰️〰️〰️〰️〰️
Airforce 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3800
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",2480,Fashiontera,4115
2025-04-19 13:34:13+00:00,"〰️〰️〰️〰️〰️〰️〰️
Nike 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3800
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ

〰️〰️〰️〰️〰️",3134,Fashiontera,4112
2025-04-15 12:32:12+00:00,"〰️〰️〰️〰️〰️〰️〰️
Jordan low
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,41
Price  3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2614,Fashiontera,4101
2025-04-14 17:10:53+00:00,"〰️〰️〰️〰️〰️〰️〰️
Air-force 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    # 43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2517,Fashiontera,4099
2025-04-08 19:25:04+00:00,"〰️〰️〰️〰️〰️〰️〰️
በድጋሚ ገብቷል

🔥Convers 🔥
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3950
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",2953,Fashiontera,4098
2025-03-29 15:25:03+00:00,"〰️〰️〰️〰️〰️ 
Skechers 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size   42,44
Price  35000
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3259,Fashiontera,4093
2025-03-16 17:46:27+00:00,"〰️〰️〰️〰️〰️ 
CK MEN WATCH 
🔸🔸🔸🔸🔸🔸
Price  2500 ( no gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3955,Fashiontera,4089
2025-03-14 08:30:20+00:00,"〰️〰️〰️〰️〰️〰️〰️
🔥High Quality Shose 🔥
🔸🔸🔸🔸🔸🔸
Size    41.42.43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3225,Fashiontera,4086
2025-03-13 11:50:47+00:00,"〰️〰️〰️〰️〰️〰️〰️
🔥High Quality Shose 🔥
🔸🔸🔸🔸🔸🔸
Size    40,41,42
Price   4500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3340,Fashiontera,4083
2025-03-06 19:01:11+00:00,"〰️〰️〰️〰️〰️ 
MAXEL MEN WATCH 
🔸🔸🔸🔸🔸🔸
Price  2500 ( no gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3706,Fashiontera,4082
2025-02-27 14:27:10+00:00,"〰️〰️〰️〰️〰️〰️〰️
Under Armur
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3635,Fashiontera,4078
2025-02-25 19:32:49+00:00,"〰️〰️〰️〰️〰️〰️〰️
Nike Zoom
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3200
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3699,Fashiontera,4076
2025-02-12 14:12:23+00:00,"〰️〰️〰️〰️〰️ 
Skechers 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size 41,42,43
Price  3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3284,Fashiontera,4069
2025-02-12 13:42:40+00:00,"〰️〰️〰️〰️〰️ 
🔥🔥Men WATCH 🔥🔥
              EXCEL
🔸🔸🔸🔸🔸🔸
Price  3000 ( No gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3317,Fashiontera,4068
2025-02-08 19:37:55+00:00,"〰️〰️〰️〰️〰️〰️〰️
Convers 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,41,42
Price   3950
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4080,Fashiontera,4065
2025-01-22 19:24:08+00:00,"〰️〰️〰️〰️〰️ 
🔥🔥Men WATCH 🔥🔥
              ROLEX 
🔸🔸🔸🔸🔸🔸
Price  2200( No gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4600,Fashiontera,4064
2025-01-21 08:01:10+00:00,"〰️〰️〰️〰️〰️〰️〰️
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3400
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4203,Fashiontera,4062
2025-01-11 15:20:03+00:00,"〰️〰️〰️〰️〰️〰️〰️
Under Armur
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",5103,Fashiontera,4057
2024-12-31 18:47:39+00:00,"〰️〰️〰️〰️〰️〰️〰️
NB
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   2900
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4309,Fashiontera,4043
2024-12-26 14:21:25+00:00,"〰️〰️〰️〰️〰️〰️〰️
High Quality shoes 
🔸🔸🔸🔸🔸🔸
Size    43,44
Price   3800
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4157,Fashiontera,4039
2024-12-24 13:42:02+00:00,"〰️〰️〰️〰️〰️ 
Skechers 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size 40,42,43
Price  3200
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4115,Fashiontera,4037
2024-12-21 16:48:29+00:00,"〰️〰️〰️〰️〰️〰️〰️
Jordan low
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,41,42,43
Price  3800
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4449,Fashiontera,4034
2024-12-13 19:49:17+00:00,"〰️〰️〰️〰️〰️〰️〰️
Air force 1 High Quality 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4218,Fashiontera,4031
2024-12-11 14:41:42+00:00,"〰️〰️〰️〰️〰️ 
🔥🔥Men WATCH 🔥🔥
CLASICO
🔸🔸🔸🔸🔸🔸
Price  2200( No gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3912,Fashiontera,4030
2024-12-04 15:35:42+00:00,"〰️〰️〰️〰️〰️〰️〰️
GOUPU
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size  40,42
Price  3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4076,Fashiontera,4025
2024-12-03 19:52:40+00:00,"〰️〰️〰️〰️〰️ 
🔥🔥GOLDEN WATCH 🔥🔥
ROLEX,CK,GUCCI,CYBER,CASENET
🔸🔸🔸🔸🔸🔸
( No gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3526,Fashiontera,4024
2024-12-03 19:52:20+00:00,"〰️〰️〰️〰️〰️ 
🔥🔥BLACK WATCH 🔥🔥
RADO,ROLEX,CK,EMPORIO ARMANI
🔸🔸🔸🔸🔸🔸
Price  2200( No gift box)
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3103,Fashiontera,4019
2024-11-26 09:06:38+00:00,"〰️〰️〰️〰️〰️〰️〰️
NB
🔸🔸🔸🔸🔸🔸
Size    41,42,43
Price   3200
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4139,Fashiontera,4013
2024-11-24 20:20:19+00:00,"〰️〰️〰️〰️〰️〰️〰️
NB
🔸🔸🔸🔸🔸🔸
Size    42,43,44
Price   3800
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4318,Fashiontera,4011
2024-11-20 19:07:32+00:00,"〰️〰️〰️〰️〰️〰️〰️
Jordan low
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    40,42
Price  3300
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",4489,Fashiontera,4009
2024-11-19 12:03:53+00:00,"〰️〰️〰️〰️〰️〰️〰️
Adidas 
Made in Vietnam 
🔸🔸🔸🔸🔸🔸
Size    41,43
Price   3500
(Free Delivery)
Inbox @Hiwe5266
ስልክ +251945355266

    🔶 ፋሽን ተራ /Fashion Tera 🔶
          〰️〰️〰️〰️〰️〰️〰️〰️
አድራሻ: አዲስ አበባ ,ጦር ሀይሎች ድሪም ታወር 2ተኛ ፎቅ
ቢሮ ቁጥር 205
〰️〰️〰️〰️〰️",3818,Fashiontera,4006
